cust_tenure,cust_cdn_resident,prod_sav,prod_primary_sav_cnt,prod_cda,prod_primary_cda_cnt,prod_mor,prod_primary_mor_cnt,prod_llc,prod_primary_llc_cnt,prod_ted,prod_primary_ted_cnt,prod_crc,prod_primary_crc_cnt,prod_asset_balance,prod_liability_balance,prod_total_balance,prod_total_acct_cnt,prod_prim_acct_cnt,tot_acct_num,prod_none_prim_acct_cnt,geo_mail_addr_country_rate_high,geo_mail_addr_country_rate_med,geo_mail_addr_country_rate_low,geo_domicile_country_rate_high,geo_domicile_country_rate_med,geo_domicile_country_rate_low,in_person_visit_cnt,in_person_onboard_f,txn_cash_in_val_5m,txn_cash_out_val_5m,txn_cash_in_cnt_5m,txn_cash_out_cnt_5m,txn_cash_in_avg_5m,txn_cash_out_avg_5m,txn_large_in_cash_val_10k_5m,txn_large_out_cash_val_10k_5m,txn_large_in_cash_val_9k_5m,txn_large_out_cash_val_9k_5m,txn_cash_in_val_3m,txn_cash_out_val_3m,txn_cash_in_cnt_3m,txn_cash_out_cnt_3m,txn_cash_in_avg_3m,txn_cash_out_avg_3m,txn_large_in_cash_val_10k_3m,txn_large_out_cash_val_10k_3m,txn_large_in_cash_val_9k_3m,txn_large_out_cash_val_9k_3m,txn_wires_in_val_12m,txn_wires_out_val_12m,txn_cross_border_in_val_12m,txn_cross_border_out_val_12m,txn_wires_in_high_val_12m,txn_wires_out_high_val_12m,txn_wires_in_med_val_12m,txn_wires_out_med_val_12m,txn_wires_in_low_val_12m,txn_wires_out_low_val_12m,txn_wires_in_cnt_12m,txn_wires_out_cnt_12m,txn_cross_border_in_cnt_12m,txn_cross_border_out_cnt_12m,txn_wires_in_high_cnt_12m,txn_wires_out_high_cnt_12m,txn_wires_in_med_cnt_12m,txn_wires_out_med_cnt_12m,txn_wires_in_low_cnt_12m,txn_wires_out_low_cnt_12m,txn_wires_in_avg_12m,txn_wires_out_avg_12m,txn_cross_border_in_avg_12m,txn_cross_border_out_avg_12m,txn_wires_in_high_avg_12m,txn_wires_out_high_avg_12m,txn_wires_in_med_avg_12m,txn_wires_out_med_avg_12m,txn_wires_in_low_avg_12m,txn_wires_out_low_avg_12m,txn_wires_in_val_6m,txn_wires_out_val_6m,txn_cross_border_in_val_6m,txn_cross_border_out_val_6m,txn_wires_in_high_val_6m,txn_wires_out_high_val_6m,txn_wires_in_med_val_6m,txn_wires_out_med_val_6m,txn_wires_in_low_val_6m,txn_wires_out_low_val_6m,txn_wires_in_cnt_6m,txn_wires_out_cnt_6m,txn_cross_border_in_cnt_6m,txn_cross_border_out_cnt_6m,txn_wires_in_high_cnt_6m,txn_wires_out_high_cnt_6m,txn_wires_in_med_cnt_6m,txn_wires_out_med_cnt_6m,txn_wires_in_low_cnt_6m,txn_wires_out_low_cnt_6m,txn_wires_in_avg_6m,txn_wires_out_avg_6m,txn_cross_border_in_avg_6m,txn_cross_border_out_avg_6m,txn_wires_in_high_avg_6m,txn_wires_out_high_avg_6m,txn_wires_in_med_avg_6m,txn_wires_out_med_avg_6m,txn_wires_in_low_avg_6m,txn_wires_out_low_avg_6m,txn_wires_in_val_3m,txn_wires_out_val_3m,txn_cross_border_in_val_3m,txn_cross_border_out_val_3m,txn_wires_in_high_val_3m,txn_wires_out_high_val_3m,txn_wires_in_med_val_3m,txn_wires_out_med_val_3m,txn_wires_in_low_val_3m,txn_wires_out_low_val_3m,txn_wires_in_cnt_3m,txn_wires_out_cnt_3m,txn_cross_border_in_cnt_3m,txn_cross_border_out_cnt_3m,txn_wires_in_high_cnt_3m,txn_wires_out_high_cnt_3m,txn_wires_in_med_cnt_3m,txn_wires_out_med_cnt_3m,txn_wires_in_low_cnt_3m,txn_wires_out_low_cnt_3m,txn_wires_in_avg_3m,txn_wires_out_avg_3m,txn_cross_border_in_avg_3m,txn_cross_border_out_avg_3m,txn_wires_in_high_avg_3m,txn_wires_out_high_avg_3m,txn_wires_in_med_avg_3m,txn_wires_out_med_avg_3m,txn_wires_in_low_avg_3m,txn_wires_out_low_avg_3m,occu_h,prod_med,max_acct_num,acct_type_num,tot_acct_num,tot_cross_border_val_12m,tot_cash_val_5m,tot_cross_border_cnt_12m,tot_cash_cnt_5m,avg_cash_5m,avg_wire_12m,cust_id_masked,rating
-1.024752601,0.231869448,-0.827534745,-0.677490715,-1.187365178,-0.989952982,-0.391076944,-0.324689072,1.840668276,1.333539857,-0.629821073,-0.521851915,-1.265610490,-0.811988197,-0.062096667,-0.05081741,-0.076465442,-0.875407892,-0.784421899,-0.784421899,-0.41698725,-0.210724876,-0.082760589,0.227768203,-0.210724876,-0.082760589,0.227768203,-0.510405142,-0.449948872,-0.391103714,-0.287870208,-0.697895721,-0.739018081,-0.385052989,-0.153819484,-0.16704354,-0.098639184,-0.17220942,-0.112759445,-0.382767085,-0.260212553,-0.684139973,-0.730817093,-0.379873439,-0.142614052,-0.154506573,-0.080193199,-0.16049685,-0.094042691,-0.123778566,-0.083880105,-0.122791541,-0.074472723,-0.076645156,-0.093209865,-0.078649485,-0.083066508,-0.105828093,-0.076048825,-0.258676704,-0.183811363,-0.255109105,-0.175899386,-0.220454077,-0.166122366,-0.115634629,-0.070169103,-0.173496104,-0.149440644,-0.15020355,-0.08710752,-0.148998951,-0.074012905,-0.096511591,-0.06557969,-0.070162813,-0.073636932,-0.097752264,-0.079388003,-0.081669943,-0.083119683,-0.080880986,-0.075043449,-0.055676748,-0.062724149,-0.052352062,-0.061194184,-0.067181077,-0.077111727,-0.211915058,-0.134492702,-0.208681921,-0.1355985,-0.174593357,-0.122517376,-0.099968765,-0.065637315,-0.142827668,-0.135925533,-0.1005198,-0.077539357,-0.100515244,-0.069363968,-0.063639653,-0.055111301,-0.047374837,-0.04874059,-0.065462567,-0.072742828,-0.080392176,-0.081533715,-0.080377934,-0.073899289,-0.056003005,-0.054348878,-0.049373797,-0.056412841,-0.063052925,-0.076380933,-0.185443662,-0.101268803,-0.182201439,-0.101964242,-0.136761892,-0.070512639,-0.099479302,-0.070902374,-0.11249194,-0.107843904,-0.071329245,-0.076600861,-0.071312617,-0.068663081,-0.071207308,-0.048635516,-0.047472931,-0.048395154,-0.061700397,-0.072120972,1.048808848,-1.243163121,-0.602150011,-0.874462098,-0.784421899,-0.128724682,-0.37849175,-0.291457252,-0.835540707,-0.400281246,-0.1409628,004f8eab603ba30ea8fffd64ef39d5a990aff66b35f447150a2c09e54566b2ba,0
-0.802710418,-4.312771731,1.208408476,0.548246332,0.842200882,0.297861959,-0.391076944,-0.324689072,-0.543280945,-0.494249038,-0.629821073,-0.521851915,-1.265610490,-0.811988197,-0.21936843,-0.32660786,-0.391813146,-0.612517268,-0.484330763,-0.484330763,-0.41698725,4.745524207,-0.082760589,-4.390428461,4.745524207,-0.082760589,-4.390428461,0.064533983,-0.449948872,-0.391103714,0.410143407,-0.697895721,-0.337963506,-0.385052989,0.794368647,-0.16704354,-0.098639184,-0.17220942,0.630299139,-0.382767085,0.498800602,-0.684139973,-0.259632388,-0.379873439,0.849718152,-0.154506573,-0.080193199,-0.16049685,0.699780085,-0.123778566,-0.083880105,-0.122791541,-0.074472723,-0.076645156,-0.093209865,-0.078649485,-0.083066508,-0.105828093,-0.076048825,-0.258676704,-0.183811363,-0.255109105,-0.175899386,-0.220454077,-0.166122366,-0.115634629,-0.070169103,-0.173496104,-0.149440644,-0.15020355,-0.08710752,-0.148998951,-0.074012905,-0.096511591,-0.06557969,-0.070162813,-0.073636932,-0.097752264,-0.079388003,-0.081669943,-0.083119683,-0.080880986,-0.075043449,-0.055676748,-0.062724149,-0.052352062,-0.061194184,-0.067181077,-0.077111727,-0.211915058,-0.134492702,-0.208681921,-0.1355985,-0.174593357,-0.122517376,-0.099968765,-0.065637315,-0.142827668,-0.135925533,-0.1005198,-0.077539357,-0.100515244,-0.069363968,-0.063639653,-0.055111301,-0.047374837,-0.04874059,-0.065462567,-0.072742828,-0.080392176,-0.081533715,-0.080377934,-0.073899289,-0.056003005,-0.054348878,-0.049373797,-0.056412841,-0.063052925,-0.076380933,-0.185443662,-0.101268803,-0.182201439,-0.101964242,-0.136761892,-0.070512639,-0.099479302,-0.070902374,-0.11249194,-0.107843904,-0.071329245,-0.076600861,-0.071312617,-0.068663081,-0.071207308,-0.048635516,-0.047472931,-0.048395154,-0.061700397,-0.072120972,1.048808848,0.804399667,-0.602150011,-0.175842922,-0.484330763,-0.128724682,0.027173301,-0.291457252,-0.57655392,1.707970649,-0.1409628,00a38e35a8350be0d0d2ef2c7c40de54f049ff8359b54ed72452496f8bdeec93,1
-0.893596702,0.231869448,-0.827534745,-0.677490715,-1.187365178,-0.989952982,-0.391076944,-0.324689072,1.840668276,1.333539857,-0.629821073,-0.521851915,-1.265610490,-0.811988197,-0.062096667,-0.236643545,-0.23019985,-0.875407892,-0.784421899,-0.784421899,-0.41698725,-0.210724876,-0.082760589,0.227768203,-0.210724876,-0.082760589,0.227768203,-0.510405142,-0.449948872,-0.391103714,-0.287870208,-0.697895721,-0.739018081,-0.385052989,-0.153819484,-0.16704354,-0.098639184,-0.17220942,-0.112759445,-0.382767085,-0.260212553,-0.684139973,-0.730817093,-0.379873439,-0.142614052,-0.154506573,-0.080193199,-0.16049685,-0.094042691,-0.123778566,-0.083880105,-0.122791541,-0.074472723,-0.076645156,-0.093209865,-0.078649485,-0.083066508,-0.105828093,-0.076048825,-0.258676704,-0.183811363,-0.255109105,-0.175899386,-0.220454077,-0.166122366,-0.115634629,-0.070169103,-0.173496104,-0.149440644,-0.15020355,-0.08710752,-0.148998951,-0.074012905,-0.096511591,-0.06557969,-0.070162813,-0.073636932,-0.097752264,-0.079388003,-0.081669943,-0.083119683,-0.080880986,-0.075043449,-0.055676748,-0.062724149,-0.052352062,-0.061194184,-0.067181077,-0.077111727,-0.211915058,-0.134492702,-0.208681921,-0.1355985,-0.174593357,-0.122517376,-0.099968765,-0.065637315,-0.142827668,-0.135925533,-0.1005198,-0.077539357,-0.100515244,-0.069363968,-0.063639653,-0.055111301,-0.047374837,-0.04874059,-0.065462567,-0.072742828,-0.080392176,-0.081533715,-0.080377934,-0.073899289,-0.056003005,-0.054348878,-0.049373797,-0.056412841,-0.063052925,-0.076380933,-0.185443662,-0.101268803,-0.182201439,-0.101964242,-0.136761892,-0.070512639,-0.099479302,-0.070902374,-0.11249194,-0.107843904,-0.071329245,-0.076600861,-0.071312617,-0.068663081,-0.071207308,-0.048635516,-0.047472931,-0.048395154,-0.061700397,-0.072120972,1.048808848,-1.243163121,-0.602150011,-0.874462098,-0.784421899,-0.128724682,-0.37849175,-0.291457252,-0.835540707,-0.400281246,-0.1409628,00d442a125b121bcd9e17ae58fdce2e7ae3513375afb2a08c1014d50d7074933,0
-0.742305996,0.231869448,1.208408476,0.548246332,-1.187365178,-0.989952982,-0.391076944,-0.324689072,-0.543280945,-0.494249038,-0.629821073,-0.521851915,-1.265610490,-0.811988197,-0.062112439,-0.32660786,-0.304636287,-0.875407892,-0.784421899,-0.784421899,-0.41698725,-0.210724876,-0.082760589,0.227768203,-0.210724876,-0.082760589,0.227768203,-0.510405142,-0.449948872,-0.391103714,-0.287870208,-0.697895721,-0.739018081,-0.385052989,-0.153819484,-0.16704354,-0.098639184,-0.17220942,-0.112759445,-0.382767085,-0.260212553,-0.684139973,-0.730817093,-0.379873439,-0.142614052,-0.154506573,-0.080193199,-0.16049685,-0.094042691,-0.123778566,-0.083880105,-0.122791541,-0.074472723,-0.076645156,-0.093209865,-0.078649485,-0.083066508,-0.105828093,-0.076048825,-0.258676704,-0.183811363,-0.255109105,-0.175899386,-0.220454077,-0.166122366,-0.115634629,-0.070169103,-0.173496104,-0.149440644,-0.15020355,-0.08710752,-0.148998951,-0.074012905,-0.096511591,-0.06557969,-0.070162813,-0.073636932,-0.097752264,-0.079388003,-0.081669943,-0.083119683,-0.080880986,-0.075043449,-0.055676748,-0.062724149,-0.052352062,-0.061194184,-0.067181077,-0.077111727,-0.211915058,-0.134492702,-0.208681921,-0.1355985,-0.174593357,-0.122517376,-0.099968765,-0.065637315,-0.142827668,-0.135925533,-0.1005198,-0.077539357,-0.100515244,-0.069363968,-0.063639653,-0.055111301,-0.047374837,-0.04874059,-0.065462567,-0.072742828,-0.080392176,-0.081533715,-0.080377934,-0.073899289,-0.056003005,-0.054348878,-0.049373797,-0.056412841,-0.063052925,-0.076380933,-0.185443662,-0.101268803,-0.182201439,-0.101964242,-0.136761892,-0.070512639,-0.099479302,-0.070902374,-0.11249194,-0.107843904,-0.071329245,-0.076600861,-0.071312617,-0.068663081,-0.071207308,-0.048635516,-0.047472931,-0.048395154,-0.061700397,-0.072120972,-0.953462589,-1.243163121,-0.602150011,-0.874462098,-0.784421899,-0.128724682,-0.37849175,-0.291457252,-0.835540707,-0.400281246,-0.1409628,0114b5ce76aa3c09c460620cc19f1a77087ede3c326021c4ad59d2fe49abb825,0
0.574286696,0.231869448,-0.827534745,-0.677490715,0.842200882,0.297861959,-0.391076944,-0.324689072,-0.543280945,-0.494249038,-0.629821073,-0.521851915,-1.265610490,-0.811988197,-0.062145734,-0.32660786,-0.304654745,-0.875407892,-0.784421899,-0.784421899,-0.41698725,-0.210724876,-0.082760589,0.227768203,-0.210724876,-0.082760589,0.227768203,0.187735225,-0.449948872,-0.334418271,0.17113593,0.058765651,1.065727505,-0.276309816,-0.01525989,-0.16704354,-0.098639184,-0.17220942,-0.112759445,-0.313140172,0.187845333,0.189103813,1.153921726,-0.261314503,0.003833432,-0.154506573,-0.080193199,-0.16049685,-0.094042691,-0.123778566,-0.083880105,-0.122791541,-0.074472723,-0.076645156,-0.093209865,-0.078649485,-0.083066508,-0.105828093,-0.076048825,-0.258676704,-0.183811363,-0.255109105,-0.175899386,-0.220454077,-0.166122366,-0.115634629,-0.070169103,-0.173496104,-0.149440644,-0.15020355,-0.08710752,-0.148998951,-0.074012905,-0.096511591,-0.06557969,-0.070162813,-0.073636932,-0.097752264,-0.079388003,-0.081669943,-0.083119683,-0.080880986,-0.075043449,-0.055676748,-0.062724149,-0.052352062,-0.061194184,-0.067181077,-0.077111727,-0.211915058,-0.134492702,-0.208681921,-0.1355985,-0.174593357,-0.122517376,-0.099968765,-0.065637315,-0.142827668,-0.135925533,-0.1005198,-0.077539357,-0.100515244,-0.069363968,-0.063639653,-0.055111301,-0.047374837,-0.04874059,-0.065462567,-0.072742828,-0.080392176,-0.081533715,-0.080377934,-0.073899289,-0.056003005,-0.054348878,-0.049373797,-0.056412841,-0.063052925,-0.076380933,-0.185443662,-0.101268803,-0.182201439,-0.101964242,-0.136761892,-0.070512639,-0.099479302,-0.070902374,-0.11249194,-0.107843904,-0.071329245,-0.076600861,-0.071312617,-0.068663081,-0.071207308,-0.048635516,-0.047472931,-0.048395154,-0.061700397,-0.072120972,1.048808848,0.804399667,-0.602150011,-0.874462098,-0.784421899,-0.128724682,-0.081121566,-0.291457252,0.718380018,-0.142707807,-0.1409628,015a0ba1cb86c4e46bb01f8ed501254cfb7422e240583f2e643a80ef97368ef5,0
1.045217472,0.231869448,-0.827534745,-0.677490715,-1.187365178,-0.989952982,-0.391076944,-0.324689072,-0.543280945,-0.494249038,1.587752526,0.662892973,-1.265610490,-0.811988197,-0.061884816,-0.32660786,-0.304510101,-0.612517268,-0.784421899,-0.784421899,0.165408244,-0.210724876,-0.082760589,0.227768203,-0.210724876,-0.082760589,0.227768203,-0.510405142,-0.449948872,-0.391103714,-0.287870208,-0.697895721,-0.739018081,-0.385052989,-0.153819484,-0.16704354,-0.098639184,-0.17220942,-0.112759445,-0.382767085,-0.260212553,-0.684139973,-0.730817093,-0.379873439,-0.142614052,-0.154506573,-0.080193199,-0.16049685,-0.094042691,-0.123778566,-0.083880105,-0.122791541,-0.074472723,-0.076645156,-0.093209865,-0.078649485,-0.083066508,-0.105828093,-0.076048825,-0.258676704,-0.183811363,-0.255109105,-0.175899386,-0.220454077,-0.166122366,-0.115634629,-0.070169103,-0.173496104,-0.149440644,-0.15020355,-0.08710752,-0.148998951,-0.074012905,-0.096511591,-0.06557969,-0.070162813,-0.073636932,-0.097752264,-0.079388003,-0.081669943,-0.083119683,-0.080880986,-0.075043449,-0.055676748,-0.062724149,-0.052352062,-0.061194184,-0.067181077,-0.077111727,-0.211915058,-0.134492702,-0.208681921,-0.1355985,-0.174593357,-0.122517376,-0.099968765,-0.065637315,-0.142827668,-0.135925533,-0.1005198,-0.077539357,-0.100515244,-0.069363968,-0.063639653,-0.055111301,-0.047374837,-0.04874059,-0.065462567,-0.072742828,-0.080392176,-0.081533715,-0.080377934,-0.073899289,-0.056003005,-0.054348878,-0.049373797,-0.056412841,-0.063052925,-0.076380933,-0.185443662,-0.101268803,-0.182201439,-0.101964242,-0.136761892,-0.070512639,-0.099479302,-0.070902374,-0.11249194,-0.107843904,-0.071329245,-0.076600861,-0.071312617,-0.068663081,-0.071207308,-0.048635516,-0.047472931,-0.048395154,-0.061700397,-0.072120972,-0.953462589,-1.243163121,-0.602150011,-0.874462098,-0.784421899,-0.128724682,-0.37849175,-0.291457252,-0.835540707,-0.400281246,-0.1409628,02f72cff71eeda1faaee79504b187db91491a12a62a5ab3a6288e6af27d124a7,0
-0.207894646,0.231869448,-0.827534745,-0.677490715,-1.187365178,-0.989952982,2.55704156,1.443062542,1.840668276,1.333539857,1.587752526,3.032382749,0.790132516,2.673041437,0.011857232,1.034606922,0.862505995,2.805060834,2.216489465,2.216489465,1.912594724,-0.210724876,-0.082760589,0.227768203,-0.210724876,-0.082760589,0.227768203,0.926942671,2.222474733,2.870002284,-0.17618803,1.06764748,0.464145643,2.296081451,-0.10324945,-0.16704354,-0.098639184,-0.17220942,-0.112759445,2.942547143,-0.162230854,1.062347599,0.447144669,2.451256832,-0.091373626,-0.154506573,-0.080193199,-0.16049685,-0.094042691,-0.123778566,-0.083880105,-0.122791541,-0.074472723,-0.076645156,-0.093209865,-0.078649485,-0.083066508,-0.105828093,-0.076048825,-0.258676704,-0.183811363,-0.255109105,-0.175899386,-0.220454077,-0.166122366,-0.115634629,-0.070169103,-0.173496104,-0.149440644,-0.15020355,-0.08710752,-0.148998951,-0.074012905,-0.096511591,-0.06557969,-0.070162813,-0.073636932,-0.097752264,-0.079388003,-0.081669943,-0.083119683,-0.080880986,-0.075043449,-0.055676748,-0.062724149,-0.052352062,-0.061194184,-0.067181077,-0.077111727,-0.211915058,-0.134492702,-0.208681921,-0.1355985,-0.174593357,-0.122517376,-0.099968765,-0.065637315,-0.142827668,-0.135925533,-0.1005198,-0.077539357,-0.100515244,-0.069363968,-0.063639653,-0.055111301,-0.047374837,-0.04874059,-0.065462567,-0.072742828,-0.080392176,-0.081533715,-0.080377934,-0.073899289,-0.056003005,-0.054348878,-0.049373797,-0.056412841,-0.063052925,-0.076380933,-0.185443662,-0.101268803,-0.182201439,-0.101964242,-0.136761892,-0.070512639,-0.099479302,-0.070902374,-0.11249194,-0.107843904,-0.071329245,-0.076600861,-0.071312617,-0.068663081,-0.071207308,-0.048635516,-0.047472931,-0.048395154,-0.061700397,-0.072120972,1.048808848,0.804399667,2.694537202,1.22139543,2.216489465,-0.128724682,1.447362022,-0.291457252,0.847873412,1.059566426,-0.1409628,036f4bd2a05492d4c1f607b5cec9d831d9584ca69715e9cbe25a5a5c0090a8c3,0
-0.735035093,0.231869448,-0.827534745,-0.677490715,0.842200882,0.297861959,2.55704156,1.443062542,-0.543280945,-0.494249038,-0.629821073,-0.521851915,0.790132516,0.349688348,-0.078509373,0.442148853,0.322268137,-0.086736022,0.11585151,0.11585151,-0.41698725,-0.210724876,-0.082760589,0.227768203,-0.210724876,-0.082760589,0.227768203,0.064533983,-0.449948872,-0.391103714,0.919331648,-0.697895721,1.065727505,-0.385052989,0.21059699,-0.16704354,-0.098639184,-0.17220942,-0.112759445,-0.382767085,0.660732609,-0.684139973,0.682737021,-0.379873439,0.258733204,-0.154506573,-0.080193199,-0.16049685,-0.094042691,-0.122381069,-0.069068347,-0.121393343,-0.059435802,-0.076645156,-0.093209865,-0.078649485,1.014479583,-0.102975632,-0.076048825,0.380406918,0.641235061,0.385934287,0.686007606,-0.220454077,-0.166122366,-0.115634629,1.805259638,0.846660989,-0.149440644,-0.145512501,-0.058986421,-0.144306791,-0.044393891,-0.096511591,-0.06557969,-0.070162813,1.065161053,-0.09158271,-0.079388003,-0.080204571,-0.062046627,-0.07941482,-0.053390836,-0.055676748,-0.062724149,-0.052352062,2.334621205,-0.063986531,-0.077111727,0.986220077,1.252905697,0.994307975,1.427772438,-0.174593357,-0.122517376,-0.099968765,2.903188915,1.905530106,-0.135925533,-0.095977579,-0.05583292,-0.095973055,-0.047021073,-0.063639653,-0.055111301,-0.047374837,2.50392568,-0.059003919,-0.072742828,-0.080392176,-0.060460591,-0.080377934,-0.052246571,-0.056003005,-0.054348878,-0.049373797,2.446833809,-0.063052925,-0.076380933,-0.185443662,1.819571719,-0.182201439,1.965448668,-0.136761892,-0.070512639,-0.099479302,4.098157198,-0.11249194,-0.107843904,-0.071329245,-0.054895103,-0.071312617,-0.046320615,-0.071207308,-0.048635516,-0.047472931,2.505259827,-0.061700397,-0.072120972,1.048808848,0.804399667,0.057187431,0.522776254,0.11585151,-0.117913448,0.32309858,0.67677362,0.329899836,0.409981714,-0.122961553,03d5fc5a8f1cf8b937916b12a5e9b5351200eaf8af8d44943e0a3d66e111438c,1
0.100839069,0.231869448,-0.827534745,-0.677490715,-1.187365178,-0.989952982,-0.391076944,-0.324689072,-0.543280945,-0.494249038,-0.629821073,-0.521851915,0.790132516,0.349688348,-0.062096667,-0.326615409,-0.304633789,-0.612517268,-0.484330763,-0.484330763,-0.41698725,-0.210724876,-0.082760589,0.227768203,-0.210724876,-0.082760589,0.227768203,-0.510405142,-0.449948872,-0.391103714,-0.287870208,-0.697895721,-0.739018081,-0.385052989,-0.153819484,-0.16704354,-0.098639184,-0.17220942,-0.112759445,-0.382767085,-0.260212553,-0.684139973,-0.730817093,-0.379873439,-0.142614052,-0.154506573,-0.080193199,-0.16049685,-0.094042691,-0.123778566,-0.083880105,-0.122791541,-0.074472723,-0.076645156,-0.093209865,-0.078649485,-0.083066508,-0.105828093,-0.076048825,-0.258676704,-0.183811363,-0.255109105,-0.175899386,-0.220454077,-0.166122366,-0.115634629,-0.070169103,-0.173496104,-0.149440644,-0.15020355,-0.08710752,-0.148998951,-0.074012905,-0.096511591,-0.06557969,-0.070162813,-0.073636932,-0.097752264,-0.079388003,-0.081669943,-0.083119683,-0.080880986,-0.075043449,-0.055676748,-0.062724149,-0.052352062,-0.061194184,-0.067181077,-0.077111727,-0.211915058,-0.134492702,-0.208681921,-0.1355985,-0.174593357,-0.122517376,-0.099968765,-0.065637315,-0.142827668,-0.135925533,-0.1005198,-0.077539357,-0.100515244,-0.069363968,-0.063639653,-0.055111301,-0.047374837,-0.04874059,-0.065462567,-0.072742828,-0.080392176,-0.081533715,-0.080377934,-0.073899289,-0.056003005,-0.054348878,-0.049373797,-0.056412841,-0.063052925,-0.076380933,-0.185443662,-0.101268803,-0.182201439,-0.101964242,-0.136761892,-0.070512639,-0.099479302,-0.070902374,-0.11249194,-0.107843904,-0.071329245,-0.076600861,-0.071312617,-0.068663081,-0.071207308,-0.048635516,-0.047472931,-0.048395154,-0.061700397,-0.072120972,1.048808848,-1.243163121,0.057187431,-0.874462098,-0.484330763,-0.128724682,-0.37849175,-0.291457252,-0.835540707,-0.400281246,-0.1409628,03ec6ee67c63b7a5102dc8720742194894aaf5f8f327b92108e42fdb9f84e422,1
2.635867267,0.231869448,-0.827534745,-0.677490715,-1.187365178,-0.989952982,-0.391076944,-0.324689072,-0.543280945,-0.494249038,1.587752526,0.662892973,-1.265610490,-0.811988197,-0.017949748,-0.32660786,-0.280154137,-0.086736022,-0.784421899,-0.784421899,1.330199231,-0.210724876,-0.082760589,0.227768203,-0.210724876,-0.082760589,0.227768203,-0.222935579,-0.449948872,-0.234023572,-0.287870208,0.058765651,-0.739018081,-0.083716484,-0.153819484,-0.16704354,-0.098639184,-0.17220942,-0.112759445,-0.189825038,-0.260212553,0.189103813,-0.730817093,-0.051336627,-0.142614052,-0.154506573,-0.080193199,-0.16049685,-0.094042691,-0.123778566,-0.083880105,-0.122791541,-0.074472723,-0.076645156,-0.093209865,-0.078649485,-0.083066508,-0.105828093,-0.076048825,-0.258676704,-0.183811363,-0.255109105,-0.175899386,-0.220454077,-0.166122366,-0.115634629,-0.070169103,-0.173496104,-0.149440644,-0.15020355,-0.08710752,-0.148998951,-0.074012905,-0.096511591,-0.06557969,-0.070162813,-0.073636932,-0.097752264,-0.079388003,-0.081669943,-0.083119683,-0.080880986,-0.075043449,-0.055676748,-0.062724149,-0.052352062,-0.061194184,-0.067181077,-0.077111727,-0.211915058,-0.134492702,-0.208681921,-0.1355985,-0.174593357,-0.122517376,-0.099968765,-0.065637315,-0.142827668,-0.135925533,-0.1005198,-0.077539357,-0.100515244,-0.069363968,-0.063639653,-0.055111301,-0.047374837,-0.04874059,-0.065462567,-0.072742828,-0.080392176,-0.081533715,-0.080377934,-0.073899289,-0.056003005,-0.054348878,-0.049373797,-0.056412841,-0.063052925,-0.076380933,-0.185443662,-0.101268803,-0.182201439,-0.101964242,-0.136761892,-0.070512639,-0.099479302,-0.070902374,-0.11249194,-0.107843904,-0.071329245,-0.076600861,-0.071312617,-0.068663081,-0.071207308,-0.048635516,-0.047472931,-0.048395154,-0.061700397,-0.072120972,-0.953462589,-1.243163121,-0.602150011,-0.874462098,-0.784421899,-0.128724682,-0.293670876,-0.291457252,-0.447060526,-0.106403709,-0.1409628,04adacd9e573d85f5eec6b907d1a30b0d9e964a4faa037d188a68428a207b868,0
